Attrition,Gender,MaritalStatus,OverTime,JobRole,BusinessTravel,Department_Research & Development,Department_Sales,Age,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,1.0,2.0,1.0,4.0,1.0,0.0,1.0,29.0,20.0,2.0,4.0,3.0,2.0,4.0,6931.0,2.0,14.0,3.0,4.0,1.0,10.0,3.0,3.0,2.0,0.0,2.0
0,0.0,1.0,1.0,6.0,1.0,1.0,0.0,25.0,1.0,3.0,1.0,3.0,2.0,3.0,4898.0,0.0,12.0,3.0,4.0,2.0,5.0,3.0,4.0,2.0,1.0,2.0
0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,42.0,2.0,3.0,4.0,2.0,1.0,1.0,2593.0,0.0,11.0,3.0,3.0,1.0,10.0,3.0,9.0,6.0,7.0,8.0
0,1.0,2.0,1.0,8.0,1.0,1.0,0.0,40.0,2.0,2.0,1.0,3.0,5.0,3.0,19436.0,0.0,19.0,3.0,4.0,1.0,22.0,3.0,21.0,7.0,3.0,9.0
0,1.0,1.0,1.0,7.0,1.0,1.0,0.0,51.0,1.0,3.0,3.0,3.0,1.0,4.0,2723.0,1.0,11.0,3.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
1,1.0,0.0,1.0,1.0,2.0,1.0,0.0,31.0,29.0,2.0,3.0,2.0,1.0,2.0,3479.0,0.0,11.0,3.0,2.0,0.0,6.0,4.0,5.0,4.0,1.0,4.0
0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,32.0,7.0,3.0,2.0,4.0,1.0,2.0,2794.0,1.0,20.0,4.0,3.0,0.0,5.0,1.0,5.0,1.0,0.0,3.0
0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,38.0,2.0,2.0,4.0,2.0,2.0,4.0,5249.0,3.0,18.0,3.0,4.0,1.0,13.0,3.0,8.0,7.0,7.0,5.0
0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,32.0,2.0,1.0,4.0,2.0,2.0,1.0,2176.0,4.0,13.0,3.0,4.0,0.0,9.0,3.0,6.0,2.0,0.0,4.0
0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,46.0,2.0,3.0,3.0,1.0,4.0,2.0,16872.0,3.0,12.0,3.0,2.0,1.0,28.0,2.0,7.0,7.0,7.0,7.0
1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,28.0,2.0,4.0,1.0,3.0,1.0,3.0,3485.0,2.0,11.0,3.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0
0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,29.0,2.0,3.0,1.0,2.0,2.0,2.0,6644.0,2.0,19.0,3.0,2.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0
0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,31.0,23.0,3.0,2.0,2.0,2.0,4.0,5582.0,0.0,21.0,4.0,2.0,1.0,10.0,3.0,9.0,0.0,7.0,8.0
0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,25.0,5.0,2.0,2.0,4.0,2.0,1.0,4000.0,1.0,12.0,3.0,4.0,2.0,6.0,3.0,6.0,3.0,1.0,5.0
0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,45.0,20.0,2.0,3.0,3.0,4.0,4.0,13496.0,0.0,14.0,3.0,2.0,0.0,21.0,3.0,20.0,7.0,4.0,10.0
0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,36.0,6.0,3.0,4.0,3.0,1.0,4.0,3210.0,0.0,11.0,3.0,3.0,1.0,16.0,3.0,15.0,13.0,10.0,11.0
0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,55.0,1.0,3.0,4.0,3.0,5.0,1.0,19045.0,0.0,14.0,3.0,3.0,0.0,37.0,3.0,36.0,10.0,4.0,13.0
1,1.0,1.0,0.0,5.0,0.0,1.0,0.0,47.0,29.0,4.0,1.0,3.0,3.0,2.0,11849.0,1.0,12.0,3.0,4.0,1.0,10.0,2.0,10.0,7.0,9.0,9.0
0,1.0,1.0,1.0,7.0,1.0,1.0,0.0,28.0,9.0,3.0,4.0,3.0,1.0,4.0,2070.0,1.0,23.0,4.0,4.0,1.0,5.0,2.0,5.0,2.0,0.0,4.0
0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,37.0,6.0,4.0,3.0,3.0,2.0,4.0,6502.0,4.0,14.0,3.0,2.0,1.0,7.0,4.0,5.0,4.0,0.0,1.0
0,1.0,0.0,1.0,7.0,1.0,1.0,0.0,21.0,3.0,2.0,4.0,2.0,1.0,3.0,3230.0,1.0,17.0,3.0,1.0,0.0,3.0,4.0,3.0,2.0,1.0,0.0
0,0.0,2.0,0.0,8.0,0.0,1.0,0.0,37.0,1.0,4.0,1.0,3.0,3.0,4.0,13603.0,2.0,18.0,3.0,1.0,2.0,15.0,3.0,5.0,2.0,0.0,2.0
0,0.0,2.0,1.0,5.0,1.0,1.0,0.0,35.0,22.0,3.0,2.0,4.0,3.0,2.0,11996.0,7.0,18.0,3.0,2.0,1.0,10.0,2.0,7.0,7.0,6.0,2.0
0,0.0,2.0,0.0,4.0,1.0,0.0,1.0,38.0,7.0,2.0,1.0,4.0,2.0,1.0,5605.0,1.0,24.0,4.0,3.0,1.0,8.0,3.0,8.0,0.0,7.0,7.0
0,0.0,2.0,1.0,6.0,2.0,1.0,0.0,26.0,1.0,3.0,3.0,3.0,2.0,2.0,6397.0,1.0,20.0,4.0,1.0,1.0,6.0,1.0,6.0,5.0,1.0,4.0
0,1.0,2.0,1.0,8.0,1.0,1.0,0.0,50.0,4.0,1.0,1.0,3.0,5.0,2.0,19144.0,3.0,14.0,3.0,1.0,2.0,28.0,2.0,10.0,4.0,1.0,6.0
0,1.0,1.0,0.0,8.0,1.0,1.0,0.0,53.0,3.0,4.0,3.0,3.0,4.0,3.0,17584.0,3.0,16.0,3.0,4.0,3.0,21.0,2.0,5.0,3.0,1.0,3.0
0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,42.0,1.0,1.0,2.0,3.0,2.0,3.0,4907.0,1.0,25.0,4.0,3.0,0.0,20.0,3.0,20.0,16.0,11.0,6.0
0,1.0,0.0,1.0,4.0,2.0,0.0,1.0,29.0,2.0,2.0,2.0,3.0,2.0,4.0,4554.0,1.0,18.0,3.0,1.0,0.0,10.0,2.0,10.0,7.0,0.0,9.0
0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,55.0,20.0,2.0,2.0,3.0,2.0,4.0,5415.0,3.0,19.0,3.0,4.0,1.0,12.0,3.0,10.0,7.0,0.0,8.0
0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,26.0,11.0,2.0,1.0,3.0,2.0,1.0,4741.0,1.0,13.0,3.0,3.0,1.0,5.0,3.0,5.0,3.0,3.0,3.0
0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,37.0,1.0,3.0,4.0,3.0,1.0,4.0,2115.0,1.0,12.0,3.0,2.0,0.0,17.0,3.0,17.0,12.0,5.0,7.0
1,1.0,2.0,0.0,1.0,2.0,1.0,0.0,44.0,24.0,3.0,4.0,3.0,1.0,3.0,3161.0,3.0,22.0,4.0,4.0,1.0,19.0,1.0,1.0,0.0,0.0,0.0
0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,38.0,23.0,4.0,4.0,3.0,2.0,4.0,5745.0,9.0,14.0,3.0,2.0,1.0,10.0,3.0,2.0,2.0,1.0,2.0
1,1.0,2.0,0.0,1.0,1.0,1.0,0.0,26.0,16.0,4.0,1.0,3.0,1.0,2.0,2373.0,2.0,13.0,3.0,4.0,1.0,5.0,3.0,3.0,2.0,0.0,2.0
0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,28.0,8.0,2.0,4.0,3.0,1.0,4.0,3310.0,1.0,21.0,4.0,4.0,0.0,5.0,3.0,5.0,3.0,0.0,2.0
0,0.0,0.0,0.0,8.0,2.0,1.0,0.0,49.0,10.0,4.0,3.0,3.0,5.0,1.0,18665.0,9.0,11.0,3.0,4.0,0.0,22.0,3.0,3.0,2.0,1.0,2.0
0,1.0,0.0,1.0,7.0,1.0,1.0,0.0,36.0,3.0,3.0,3.0,3.0,2.0,2.0,4485.0,4.0,12.0,3.0,4.0,0.0,10.0,3.0,8.0,0.0,7.0,7.0
0,0.0,2.0,1.0,3.0,2.0,0.0,1.0,31.0,5.0,3.0,4.0,3.0,1.0,2.0,2789.0,1.0,11.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
1,1.0,0.0,0.0,4.0,1.0,0.0,1.0,26.0,4.0,4.0,4.0,2.0,2.0,4.0,5828.0,1.0,12.0,3.0,2.0,0.0,8.0,3.0,8.0,7.0,7.0,4.0
0,1.0,1.0,0.0,7.0,2.0,1.0,0.0,37.0,9.0,3.0,2.0,3.0,1.0,4.0,2326.0,1.0,12.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,1.0,2.0
0,0.0,1.0,1.0,4.0,2.0,0.0,1.0,42.0,26.0,3.0,3.0,3.0,4.0,2.0,13525.0,5.0,14.0,3.0,4.0,1.0,23.0,4.0,20.0,4.0,4.0,8.0
1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,18.0,3.0,3.0,3.0,3.0,1.0,3.0,1420.0,1.0,13.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,35.0,16.0,3.0,3.0,3.0,3.0,2.0,8020.0,0.0,15.0,3.0,3.0,2.0,12.0,2.0,11.0,9.0,6.0,9.0
0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,36.0,18.0,4.0,3.0,4.0,1.0,4.0,3688.0,4.0,18.0,3.0,4.0,2.0,4.0,3.0,1.0,0.0,0.0,0.0
0,1.0,2.0,1.0,6.0,1.0,1.0,0.0,51.0,2.0,3.0,4.0,1.0,2.0,2.0,5482.0,5.0,18.0,3.0,4.0,1.0,13.0,3.0,4.0,1.0,1.0,2.0
0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,41.0,2.0,4.0,4.0,3.0,4.0,2.0,16015.0,1.0,19.0,3.0,2.0,0.0,22.0,3.0,22.0,10.0,0.0,4.0
0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,18.0,10.0,3.0,4.0,2.0,1.0,3.0,1200.0,1.0,12.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,28.0,16.0,2.0,2.0,4.0,2.0,1.0,5661.0,0.0,19.0,3.0,3.0,0.0,9.0,3.0,8.0,3.0,0.0,7.0
0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,31.0,7.0,3.0,2.0,4.0,2.0,4.0,6929.0,4.0,11.0,3.0,2.0,1.0,10.0,2.0,8.0,7.0,7.0,7.0
0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,39.0,1.0,3.0,3.0,4.0,3.0,4.0,9613.0,0.0,17.0,3.0,1.0,3.0,19.0,2.0,18.0,10.0,3.0,7.0
0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,36.0,24.0,4.0,2.0,3.0,2.0,2.0,5674.0,7.0,15.0,3.0,3.0,1.0,11.0,3.0,9.0,8.0,0.0,8.0
0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,32.0,7.0,3.0,4.0,2.0,2.0,3.0,5484.0,1.0,14.0,3.0,3.0,1.0,13.0,2.0,13.0,8.0,4.0,8.0
0,0.0,1.0,1.0,8.0,1.0,1.0,0.0,38.0,25.0,2.0,1.0,2.0,3.0,2.0,12061.0,3.0,17.0,3.0,3.0,1.0,19.0,3.0,10.0,8.0,0.0,1.0
0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,58.0,1.0,4.0,4.0,1.0,2.0,3.0,5660.0,2.0,13.0,3.0,4.0,1.0,12.0,3.0,5.0,3.0,1.0,2.0
0,1.0,1.0,0.0,7.0,1.0,1.0,0.0,31.0,5.0,4.0,3.0,3.0,1.0,4.0,4821.0,0.0,12.0,3.0,3.0,1.0,6.0,3.0,5.0,2.0,0.0,3.0
0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,31.0,2.0,3.0,1.0,2.0,2.0,1.0,6410.0,3.0,12.0,3.0,4.0,0.0,9.0,3.0,2.0,2.0,1.0,0.0
0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,45.0,7.0,3.0,1.0,3.0,3.0,1.0,5210.0,1.0,18.0,3.0,1.0,1.0,24.0,3.0,24.0,9.0,9.0,11.0
0,1.0,2.0,0.0,7.0,1.0,1.0,0.0,31.0,2.0,4.0,3.0,3.0,1.0,4.0,2695.0,0.0,18.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0
0,0.0,1.0,1.0,5.0,2.0,1.0,0.0,33.0,5.0,4.0,4.0,3.0,3.0,2.0,11878.0,6.0,11.0,3.0,2.0,2.0,12.0,3.0,10.0,6.0,8.0,8.0
0,1.0,1.0,0.0,5.0,1.0,1.0,0.0,39.0,10.0,1.0,3.0,3.0,4.0,1.0,17068.0,1.0,14.0,3.0,4.0,0.0,21.0,3.0,21.0,9.0,11.0,10.0
0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,43.0,10.0,4.0,3.0,3.0,1.0,4.0,2455.0,0.0,19.0,3.0,1.0,0.0,9.0,3.0,8.0,7.0,1.0,7.0
0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,49.0,1.0,2.0,3.0,2.0,4.0,3.0,13964.0,7.0,12.0,3.0,4.0,0.0,25.0,3.0,7.0,1.0,0.0,7.0
1,1.0,1.0,1.0,7.0,1.0,1.0,0.0,52.0,8.0,4.0,3.0,2.0,2.0,2.0,4941.0,2.0,15.0,3.0,1.0,0.0,11.0,2.0,8.0,2.0,7.0,7.0
0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,27.0,5.0,3.0,3.0,3.0,1.0,2.0,2478.0,1.0,12.0,3.0,2.0,0.0,4.0,2.0,4.0,3.0,1.0,2.0
0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,32.0,8.0,2.0,3.0,2.0,2.0,2.0,5228.0,1.0,11.0,3.0,4.0,0.0,13.0,3.0,13.0,12.0,11.0,9.0
0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,27.0,2.0,3.0,4.0,3.0,2.0,3.0,4478.0,1.0,11.0,3.0,1.0,0.0,5.0,3.0,5.0,4.0,0.0,4.0
0,1.0,2.0,1.0,4.0,1.0,0.0,1.0,31.0,7.0,3.0,4.0,3.0,2.0,4.0,7547.0,4.0,12.0,3.0,4.0,3.0,13.0,3.0,7.0,7.0,1.0,7.0
0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,32.0,2.0,4.0,1.0,4.0,2.0,4.0,5055.0,7.0,16.0,3.0,3.0,0.0,10.0,2.0,7.0,7.0,0.0,7.0
1,1.0,1.0,0.0,7.0,1.0,1.0,0.0,28.0,2.0,4.0,1.0,1.0,1.0,4.0,3464.0,5.0,13.0,3.0,4.0,0.0,5.0,2.0,3.0,2.0,2.0,2.0
0,0.0,1.0,1.0,7.0,1.0,1.0,0.0,30.0,28.0,2.0,4.0,3.0,2.0,4.0,5775.0,1.0,13.0,3.0,4.0,2.0,11.0,3.0,10.0,8.0,1.0,9.0
0,0.0,1.0,1.0,6.0,2.0,1.0,0.0,31.0,7.0,2.0,3.0,2.0,3.0,3.0,8943.0,1.0,24.0,4.0,1.0,1.0,10.0,3.0,10.0,9.0,8.0,9.0
0,1.0,1.0,1.0,5.0,2.0,1.0,0.0,39.0,7.0,2.0,3.0,2.0,5.0,4.0,19272.0,1.0,15.0,3.0,1.0,1.0,21.0,3.0,21.0,9.0,13.0,3.0
1,0.0,1.0,0.0,4.0,1.0,0.0,1.0,39.0,3.0,2.0,4.0,3.0,2.0,3.0,5238.0,4.0,18.0,3.0,1.0,0.0,12.0,2.0,1.0,0.0,0.0,0.0
0,1.0,0.0,1.0,4.0,2.0,0.0,1.0,33.0,10.0,3.0,2.0,2.0,2.0,4.0,4682.0,3.0,14.0,3.0,3.0,0.0,9.0,2.0,7.0,7.0,0.0,1.0
0,1.0,1.0,1.0,8.0,1.0,1.0,0.0,47.0,5.0,5.0,4.0,3.0,5.0,3.0,18300.0,4.0,11.0,3.0,2.0,1.0,21.0,3.0,3.0,2.0,1.0,1.0
0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,43.0,10.0,4.0,3.0,2.0,2.0,3.0,5257.0,1.0,11.0,3.0,2.0,1.0,9.0,4.0,9.0,7.0,0.0,0.0
0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,27.0,1.0,1.0,3.0,3.0,2.0,2.0,6349.0,0.0,13.0,3.0,4.0,1.0,6.0,3.0,5.0,4.0,1.0,4.0
0,0.0,0.0,1.0,7.0,2.0,1.0,0.0,54.0,20.0,4.0,4.0,3.0,2.0,3.0,4869.0,3.0,12.0,3.0,4.0,0.0,20.0,2.0,4.0,3.0,0.0,3.0
0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,43.0,7.0,3.0,3.0,3.0,3.0,1.0,9985.0,8.0,16.0,3.0,1.0,1.0,10.0,2.0,1.0,0.0,0.0,0.0
0,1.0,1.0,1.0,7.0,1.0,1.0,0.0,45.0,8.0,4.0,4.0,3.0,2.0,4.0,3697.0,9.0,14.0,3.0,1.0,2.0,12.0,3.0,10.0,9.0,9.0,8.0
0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,40.0,1.0,2.0,2.0,1.0,2.0,4.0,7457.0,2.0,22.0,4.0,3.0,3.0,6.0,2.0,4.0,3.0,0.0,2.0
1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,29.0,8.0,4.0,2.0,1.0,1.0,1.0,2119.0,1.0,11.0,3.0,4.0,0.0,7.0,2.0,7.0,7.0,0.0,7.0
0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,29.0,9.0,5.0,2.0,2.0,1.0,4.0,3983.0,0.0,17.0,3.0,3.0,0.0,4.0,3.0,3.0,2.0,2.0,2.0
0,0.0,2.0,1.0,4.0,1.0,0.0,1.0,30.0,5.0,3.0,4.0,2.0,2.0,3.0,6118.0,1.0,13.0,3.0,3.0,3.0,10.0,3.0,10.0,9.0,1.0,2.0
0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,27.0,8.0,4.0,2.0,3.0,2.0,2.0,6214.0,1.0,18.0,3.0,1.0,1.0,8.0,3.0,8.0,7.0,0.0,7.0
0,1.0,2.0,1.0,6.0,1.0,1.0,0.0,37.0,5.0,2.0,4.0,3.0,2.0,4.0,6347.0,7.0,16.0,3.0,3.0,2.0,8.0,2.0,6.0,2.0,0.0,4.0
0,1.0,2.0,0.0,8.0,1.0,1.0,0.0,38.0,15.0,2.0,3.0,2.0,3.0,4.0,11510.0,0.0,14.0,3.0,2.0,1.0,12.0,3.0,11.0,10.0,2.0,9.0
0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,31.0,7.0,4.0,3.0,3.0,3.0,4.0,7143.0,1.0,14.0,3.0,3.0,0.0,11.0,2.0,11.0,9.0,4.0,10.0
0,0.0,2.0,0.0,4.0,1.0,0.0,1.0,29.0,10.0,1.0,4.0,2.0,2.0,2.0,8268.0,1.0,14.0,3.0,1.0,2.0,7.0,3.0,7.0,7.0,1.0,7.0
0,1.0,0.0,1.0,6.0,1.0,1.0,0.0,35.0,5.0,4.0,3.0,3.0,3.0,2.0,8095.0,0.0,13.0,3.0,4.0,0.0,17.0,3.0,16.0,6.0,0.0,13.0
0,1.0,2.0,1.0,7.0,1.0,1.0,0.0,23.0,26.0,1.0,3.0,3.0,1.0,4.0,2904.0,1.0,12.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,0.0,2.0
0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,41.0,6.0,3.0,4.0,2.0,2.0,2.0,6032.0,6.0,15.0,3.0,4.0,0.0,8.0,3.0,5.0,4.0,1.0,2.0
0,1.0,0.0,1.0,3.0,2.0,0.0,1.0,47.0,4.0,1.0,2.0,3.0,2.0,3.0,2976.0,3.0,19.0,3.0,1.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0
0,0.0,0.0,1.0,8.0,1.0,1.0,0.0,42.0,23.0,5.0,1.0,3.0,4.0,4.0,15992.0,2.0,14.0,3.0,2.0,0.0,16.0,3.0,1.0,0.0,0.0,0.0
0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,29.0,2.0,3.0,4.0,3.0,2.0,3.0,4649.0,1.0,14.0,3.0,1.0,1.0,4.0,2.0,4.0,3.0,0.0,2.0
0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,42.0,2.0,1.0,3.0,3.0,1.0,3.0,2696.0,0.0,11.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0,0.0
0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,32.0,2.0,3.0,3.0,3.0,1.0,2.0,2370.0,1.0,13.0,3.0,3.0,1.0,8.0,3.0,8.0,0.0,0.0,7.0
0,0.0,1.0,1.0,5.0,1.0,0.0,1.0,48.0,29.0,1.0,1.0,3.0,3.0,3.0,12504.0,3.0,21.0,4.0,2.0,1.0,15.0,1.0,0.0,0.0,0.0,0.0
0,1.0,2.0,0.0,7.0,1.0,1.0,0.0,37.0,6.0,3.0,3.0,4.0,2.0,1.0,5974.0,4.0,13.0,3.0,1.0,2.0,13.0,3.0,7.0,7.0,6.0,7.0
0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,30.0,25.0,2.0,4.0,3.0,2.0,3.0,4736.0,7.0,12.0,3.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0
0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,26.0,1.0,3.0,3.0,3.0,2.0,3.0,5296.0,1.0,17.0,3.0,2.0,1.0,8.0,3.0,8.0,7.0,7.0,7.0
0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,42.0,2.0,4.0,1.0,2.0,2.0,4.0,6781.0,3.0,23.0,4.0,2.0,0.0,14.0,3.0,1.0,0.0,0.0,0.0
1,0.0,0.0,0.0,3.0,2.0,0.0,1.0,21.0,1.0,1.0,1.0,2.0,1.0,2.0,2174.0,1.0,11.0,3.0,3.0,0.0,3.0,3.0,3.0,2.0,1.0,2.0
0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,36.0,1.0,5.0,4.0,3.0,2.0,4.0,6653.0,4.0,15.0,3.0,2.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0
0,1.0,1.0,1.0,4.0,2.0,0.0,1.0,36.0,3.0,4.0,1.0,2.0,3.0,4.0,9699.0,4.0,11.0,3.0,1.0,1.0,16.0,3.0,13.0,9.0,1.0,12.0
0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,57.0,1.0,4.0,4.0,3.0,2.0,3.0,6755.0,2.0,11.0,3.0,3.0,0.0,15.0,3.0,3.0,2.0,1.0,2.0
0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,40.0,10.0,4.0,4.0,4.0,1.0,3.0,2213.0,3.0,13.0,3.0,3.0,1.0,10.0,3.0,7.0,7.0,1.0,7.0
0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,21.0,9.0,2.0,1.0,3.0,1.0,4.0,2610.0,1.0,24.0,4.0,3.0,0.0,3.0,2.0,3.0,2.0,2.0,2.0
1,0.0,0.0,0.0,3.0,1.0,0.0,1.0,33.0,5.0,3.0,4.0,3.0,1.0,3.0,2851.0,1.0,13.0,3.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0
0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,37.0,10.0,3.0,3.0,3.0,1.0,1.0,3452.0,6.0,20.0,4.0,2.0,1.0,17.0,3.0,5.0,4.0,0.0,3.0
0,0.0,1.0,1.0,6.0,0.0,1.0,0.0,46.0,7.0,4.0,3.0,3.0,2.0,3.0,5258.0,2.0,14.0,3.0,3.0,0.0,7.0,4.0,1.0,0.0,0.0,0.0
1,1.0,0.0,1.0,4.0,2.0,0.0,1.0,41.0,4.0,3.0,1.0,3.0,2.0,2.0,9355.0,1.0,18.0,3.0,3.0,0.0,8.0,3.0,8.0,7.0,7.0,7.0
0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,50.0,10.0,3.0,4.0,2.0,3.0,4.0,10496.0,6.0,15.0,3.0,4.0,0.0,20.0,3.0,4.0,3.0,1.0,3.0
1,1.0,1.0,0.0,4.0,1.0,0.0,1.0,40.0,22.0,2.0,3.0,2.0,2.0,3.0,6380.0,2.0,12.0,3.0,1.0,2.0,8.0,3.0,6.0,4.0,1.0,0.0
0,1.0,0.0,0.0,7.0,1.0,1.0,0.0,31.0,9.0,4.0,3.0,2.0,1.0,2.0,2657.0,0.0,16.0,3.0,4.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0
1,0.0,0.0,1.0,3.0,1.0,0.0,1.0,21.0,12.0,3.0,3.0,4.0,1.0,2.0,2716.0,1.0,15.0,3.0,4.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0
0,1.0,0.0,1.0,7.0,1.0,1.0,0.0,29.0,23.0,3.0,4.0,3.0,1.0,4.0,2201.0,9.0,16.0,3.0,4.0,0.0,6.0,3.0,3.0,2.0,1.0,2.0
0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,35.0,9.0,4.0,3.0,2.0,2.0,2.0,6540.0,9.0,19.0,3.0,3.0,0.0,10.0,3.0,1.0,1.0,0.0,0.0
0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,27.0,1.0,2.0,4.0,3.0,1.0,2.0,3816.0,1.0,11.0,3.0,2.0,1.0,5.0,3.0,5.0,2.0,0.0,4.0
0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,28.0,9.0,4.0,2.0,3.0,2.0,4.0,5253.0,1.0,16.0,3.0,4.0,0.0,7.0,3.0,7.0,5.0,0.0,7.0
0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,49.0,7.0,3.0,2.0,2.0,3.0,3.0,10965.0,8.0,24.0,4.0,3.0,0.0,26.0,3.0,5.0,2.0,0.0,0.0
0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,51.0,14.0,2.0,3.0,3.0,2.0,4.0,4936.0,4.0,11.0,3.0,3.0,1.0,18.0,2.0,7.0,7.0,0.0,7.0
0,0.0,1.0,1.0,7.0,1.0,1.0,0.0,36.0,2.0,3.0,4.0,3.0,1.0,3.0,2543.0,4.0,13.0,3.0,2.0,1.0,6.0,3.0,2.0,2.0,2.0,2.0
1,1.0,0.0,0.0,4.0,0.0,0.0,1.0,34.0,19.0,3.0,1.0,4.0,2.0,4.0,5304.0,8.0,13.0,3.0,2.0,0.0,9.0,2.0,5.0,2.0,0.0,4.0
0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,55.0,2.0,3.0,3.0,3.0,4.0,4.0,16659.0,2.0,13.0,3.0,3.0,0.0,30.0,3.0,5.0,4.0,1.0,2.0
0,0.0,2.0,0.0,4.0,1.0,0.0,1.0,24.0,10.0,4.0,4.0,3.0,2.0,3.0,4260.0,1.0,12.0,3.0,4.0,1.0,5.0,4.0,5.0,2.0,0.0,3.0
0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,30.0,2.0,1.0,3.0,3.0,1.0,2.0,2476.0,1.0,18.0,3.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0
